SchoolYear,DistrictCode,SchoolCode,DistrictName,DistrictType,SchoolName,SchoolType,Street1,Street2,City,State,Zip,County,LowestGrade,HighestGrade,EducationLevel,HasEC,HasPK,HasKN,HasElementaryGrade,HasMiddleGrade,HasHighGrade,IsUngraded,Geocoded Location
2014,15,664,Lake Forest School District,Regular,Chipman (W.T.) Middle School,PUBLIC,101 West Center Street,--,Harrington,DE,199521098,Kent,6,8,Middle,0,0,0,0,1,0,0,
2014,15,665,Lake Forest School District,Regular,Lake Forest High School,PUBLIC,5407 Killens Pond Road,--,Felton,DE,199439259,Kent,8,12,High,0,0,0,0,1,1,0,
2014,15,669,Lake Forest School District,Regular,Lake Forest Central Elementary School,PUBLIC,5424 Killens Pond Road,--,Felton,DE,19943,Kent,4,5,Elementary,0,0,0,1,0,0,0,
2014,16,752,Laurel School District,Regular,North Laurel Elementary School,PUBLIC,300 Wilson Street,--,Laurel,DE,199561626,Sussex,2,4,Elementary,0,0,0,1,0,0,0,
2014,16,753,Laurel School District,Regular,Dunbar (Paul Laurence) Elementary School,PUBLIC,499 West Sixth Street,--,Laurel,DE,199561363,Sussex,PK,1,Elementary,0,1,1,1,0,0,0,
2014,16,754,Laurel School District,Regular,Laurel Middle School,PUBLIC,801 South Central Avenue,--,Laurel,DE,199561498,Sussex,7,8,Middle,0,0,0,0,1,0,0,
2014,16,756,Laurel School District,Regular,Laurel Senior High School,PUBLIC,1133 South Central Avenue,--,Laurel,DE,199561491,Sussex,9,12,High,0,0,0,0,0,1,0,
2014,16,765,Laurel School District,Regular,Western Sussex Academy,PUBLIC,815 Central Avenue,--,Laurel,DE,19956,Sussex,8,12,High,0,0,0,0,1,1,0,
2014,16,782,Laurel School District,Regular,Laurel Intermediate Middle School,PUBLIC,801 South Central Avenue,--,Laurel,DE,199561498,Sussex,5,8,Middle,0,0,0,1,1,0,0,
2014,17,710,Cape Henlopen School District,Regular,H. O. Brittingham Elementary School,PUBLIC,400 Mulberry Street,--,Milton,DE,199681628,Sussex,PK,5,Elementary,0,1,1,1,0,0,0,
2014,17,712,Cape Henlopen School District,Regular,Shields (Richard A.) Elementary School,PUBLIC,910 Shields Avenue,--,Lewes,DE,199581597,Sussex,PR,5,Elementary,1,1,1,1,0,0,0,
2014,17,720,Cape Henlopen School District,Regular,Mariner Middle School,PUBLIC,16391 Harbeson Rd.,--,Milton,DE,19968,Sussex,5,8,Middle,0,0,0,1,1,0,0,
2014,17,722,Cape Henlopen School District,Regular,Rehoboth Elementary School,PUBLIC,500 Stockley Street,--,Rehoboth Beach,DE,199711899,Sussex,PK,6,Middle,0,1,1,1,1,0,0,
2014,17,724,Cape Henlopen School District,Regular,Beacon Middle School,PUBLIC,19483 John J. Williams Highway,--,Lewes,DE,19958,Sussex,4,8,Middle,0,0,0,1,1,0,0,
2014,17,726,Cape Henlopen School District,Regular,Cape Henlopen High School,PUBLIC,1250 Kings Highway,--,Lewes,DE,199581798,Sussex,8,12,High,0,0,0,0,1,1,0,
2014,17,728,Cape Henlopen School District,Regular,Sussex Consortium,PUBLIC,520 duPont Avenue,--,Lewes,DE,199581239,Sussex,PK,12,High,0,1,1,1,1,1,0,
2014,18,668,Milford School District,Regular,Banneker (Benjamin) Elementary School,PUBLIC,449 North Street,--,Milford,DE,199631199,Kent,1,5,Elementary,0,0,0,1,0,0,0,
2014,18,670,Milford School District,Regular,Morris (Evelyn I.) Early Childhood,PUBLIC,8609 Third Street,--,Lincoln,DE,199609998,Kent,PR,1,Elementary,1,1,1,1,0,0,0,
2014,18,672,Milford School District,Regular,Ross (Lulu M.) Elementary School,PUBLIC,310 Lovers Lane,--,Milford,DE,199632699,Kent,2,5,Elementary,0,0,0,1,0,0,0,
2014,18,673,Milford School District,Regular,Mispillion Elementary,PUBLIC,311 Lovers Lane,--,Milford,DE,199632699,Kent,1,5,Elementary,0,0,0,1,0,0,0,
2014,18,675,Milford School District,Regular,Milford Central Academy,PUBLIC,1021 N Walnut Street,--,Milford,DE,199631298,Kent,6,8,Middle,0,0,0,0,1,0,0,
2014,18,678,Milford School District,Regular,Milford Senior High School,PUBLIC,1019 North Walnut Street,--,Milford,DE,199631298,Kent,8,12,High,0,0,0,0,1,1,0,
2014,23,759,Seaford School District,Regular,Seaford Central Elementary School,PUBLIC,1 Delaware Place,--,Seaford,DE,199731434,Sussex,PK,5,Elementary,0,1,1,1,0,0,0,
2014,23,760,Seaford School District,Regular,West Seaford Elementary School,PUBLIC,511 Sussex Avenue,--,Seaford,DE,199732041,Sussex,KG,5,Elementary,0,0,1,1,0,0,0,
2014,23,761,Seaford School District,Regular,Blades Elementary School,PUBLIC,900 South Arch Street,--,Blades,DE,199734553,Sussex,PK,5,Elementary,0,1,1,1,0,0,0,
2014,23,762,Seaford School District,Regular,Frederick Douglass Elementary School,PUBLIC,1 Swain Road,--,Seaford,DE,199732827,Sussex,PK,5,Elementary,0,1,1,1,0,0,0,
2014,23,764,Seaford School District,Regular,Seaford Middle School,PUBLIC,500 East Stein Highway,--,Seaford,DE,199731528,Sussex,6,8,Middle,0,0,0,0,1,0,0,
2014,23,766,Seaford School District,Regular,Seaford Senior High School,PUBLIC,399 North Market Street,--,Seaford,DE,199732611,Sussex,8,12,High,0,0,0,0,1,1,0,
2014,24,680,Smyrna School District,Regular,Clayton Elementary School,PUBLIC,510 West Main Street,--,Clayton,DE,199383400,Kent,KG,4,Elementary,0,0,1,1,0,0,0,
2014,24,681,Smyrna School District,Regular,Sunnyside Elementary School,PUBLIC,123  Rabbit Chase Road,--,Smyrna,DE,19977,Kent,KG,4,Elementary,0,0,1,1,0,0,0,
2014,24,682,Smyrna School District,Regular,Smyrna Elementary School,PUBLIC,121 South School Lane,--,Smyrna,DE,199771399,Kent,KG,4,Elementary,0,0,1,1,0,0,0,
2014,24,684,Smyrna School District,Regular,North Smyrna Elementary School,PUBLIC,365 North Main Street,--,Smyrna,DE,199771092,Kent,PR,6,Middle,1,1,1,1,1,0,0,
2014,24,685,Smyrna School District,Regular,Smyrna Middle School,PUBLIC,700 Duck Creek Parkway,--,Smyrna,DE,199771091,Kent,6,8,Middle,0,0,0,0,1,0,0,
2014,24,686,Smyrna School District,Regular,Moore (John Bassett) School,PUBLIC,20 West Frazier Street,--,Smyrna,DE,199771497,Kent,5,6,Middle,0,0,0,1,1,0,0,
2014,24,688,Smyrna School District,Regular,Smyrna High School,PUBLIC,500 Duck Creek Parkway,--,Smyrna,DE,199771091,Kent,9,12,High,0,0,0,0,0,1,0,
2014,24,696,Smyrna School District,Regular,Clayton Intermediate School,PUBLIC,86 Sorrento Drive,--,Clayton,DE,19938,Kent,5,6,Middle,0,0,0,1,1,0,0,
2014,29,10,Appoquinimink School District,Regular,Silver Lake Elementary School,PUBLIC,200 East Cochran Street,--,Middletown,DE,197091496,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,29,11,Appoquinimink School District,Regular,Cedar Lane Elementary School,PUBLIC,1259 Cedar Lane Road,--,Middletown,DE,197099636,New Castle,1,5,Elementary,0,0,0,1,0,0,0,
2014,29,16,Appoquinimink School District,Regular,Redding (Louis L.) Middle School,PUBLIC,201 New Street,--,Middletown,DE,197091140,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,29,17,Appoquinimink School District,Regular,Meredith (Everett) Middle School,PUBLIC,504 South Broad Street,--,Middletown,DE,197091196,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,29,18,Appoquinimink School District,Regular,Middletown High School,PUBLIC,120 Silver Lake Road,--,Middletown,DE,197091494,New Castle,8,12,High,0,0,0,0,1,1,0,
2014,29,20,Appoquinimink School District,Regular,Loss (Olive B.) Elementary School,PUBLIC,200 Brennan Boulevard,--,Bear,DE,19701,New Castle,1,5,Elementary,0,0,0,1,0,0,0,
2014,29,21,Appoquinimink School District,Regular,Brick Mill Elementary School,PUBLIC,378 Brick Mill Road,--,Middletown,DE,19709,New Castle,1,5,Elementary,0,0,0,1,0,0,0,
2014,29,22,Appoquinimink School District,Regular,Cedar Lane Early Childhood Center,PUBLIC,1221 Cedar Lane Road,--,Middletown,DE,19709,New Castle,PK,KG,,0,1,1,0,0,0,0,
2014,29,23,Appoquinimink School District,Regular,Waters (Alfred G.) Middle School,PUBLIC,1235 Cedar Lane Road,--,Middletown,DE,19709,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,29,24,Appoquinimink School District,Regular,Appoquinimink High School,PUBLIC,1080 Bunker Hill Road,--,Middletown,DE,19709,New Castle,9,12,High,0,0,0,0,0,1,0,
2014,29,27,Appoquinimink School District,Regular,Townsend Early Childhood Center,PUBLIC,10 Brook Ramble Lane,--,Townsend,DE,19734,New Castle,PK,KG,,0,1,1,0,0,0,0,
2014,29,28,Appoquinimink School District,Regular,Bunker Hill Elementary School,PUBLIC,1070 Bunker Hill Road,--,Middletown,DE,19709,New Castle,1,5,Elementary,0,0,0,1,0,0,0,
2014,29,29,Appoquinimink School District,Regular,Spring Meadow Early Childhood Center,PUBLIC,611 Campus Drive, ,Townsend,DE,19734,New Castle,PR,KG,,1,1,1,0,0,0,0,
2014,29,32,Appoquinimink School District,Regular,Old State Elementary School,PUBLIC,PO Box 4010,118 South Sixth Street,Odessa,DE,197304010,New Castle,1,5,Elementary,0,0,0,1,0,0,0,
2014,31,110,Brandywine School District,Regular,Hanby Elementary School,PUBLIC,2523 Berwyn Road,--,Wilmington,DE,19810,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,31,112,Brandywine School District,Regular,Carrcroft Elementary School,PUBLIC,503 Crest Road,--,Wilmington,DE,198034321,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,31,124,Brandywine School District,Regular,Forwood Elementary School,PUBLIC,1900 Westminster Drive,--,Wilmington,DE,198103998,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,31,128,Brandywine School District,Regular,Lancashire Elementary School,PUBLIC,2000 Naamans Road,--,Wilmington,DE,198102697,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,31,130,Brandywine School District,Regular,Lombardy Elementary School,PUBLIC,412 Foulk Road,--,Wilmington,DE,198033880,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,31,132,Brandywine School District,Regular,Maple Lane Elementary School,PUBLIC,100 Maple Lane,--,Claymont,DE,197032479,New Castle,KG,6,Middle,0,0,1,1,1,0,0,
2014,31,151,Brandywine School District,Regular,Claymont Elementary School,PUBLIC,3401 Green Street,--,Claymont,DE,19703,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,31,156,Brandywine School District,Regular,Harlan (David W. ) Elementary School,PUBLIC,3601 Jefferson Street ,--,Wilmington,DE,19802,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,31,170,Brandywine School District,Regular,duPont (Pierre S.) Middle School,PUBLIC,701 West 34th Street,--,Wilmington,DE,198022699,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,31,176,Brandywine School District,Regular,Mount Pleasant Elementary School,PUBLIC,500 Duncan Road,--,Wilmington,DE,198092359,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,31,178,Brandywine School District,Regular,Springer Middle School,PUBLIC,2220 Shipley Road,--,Wilmington,DE,198032398,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,31,180,Brandywine School District,Regular,Talley Middle School,PUBLIC,1110 Cypress Road,--,Wilmington,DE,198101999,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,31,190,Brandywine School District,Regular,Brandywine High School,PUBLIC,1400 Foulk Road,--,Wilmington,DE,198032794,New Castle,9,12,High,0,0,0,0,0,1,0,
2014,31,194,Brandywine School District,Regular,Concord High School,PUBLIC,2501 Ebright Road,--,Wilmington,DE,198101198,New Castle,9,12,High,0,0,0,0,0,1,0,
2014,31,196,Brandywine School District,Regular,Mount Pleasant High School,PUBLIC,5201 Washington Street Extension,--,Wilmington,DE,198092198,New Castle,9,12,High,0,0,0,0,0,1,0,
2014,31,510,Brandywine School District,Regular,Bush (Charles W.) School,PUBLIC,2523 Berwyn Road,--,Wilmington,DE,19810,New Castle,PK,KG,,0,1,1,0,0,0,0,
2014,32,240,Red Clay Consolidated School District,Regular,Forest Oak Elementary School,PUBLIC,55 South Meadowood Drive,--,Newark,DE,197116756,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,242,Red Clay Consolidated School District,Regular,Heritage Elementary School,PUBLIC,2815 Highlands Lane,--,Wilmington,DE,198083634,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,244,Red Clay Consolidated School District,Regular,Highlands Elementary School,PUBLIC,2100 Gilpin Avenue,--,Wilmington,DE,198062298,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,246,Red Clay Consolidated School District,Regular,Lewis (William C.) Dual Language Elementary School,PUBLIC,920 North Van Buren Street,--,Wilmington,DE,198064540,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,248,Red Clay Consolidated School District,Regular,Shortlidge (Evan G.) Academy,PUBLIC,100 West 18th Street,--,Wilmington,DE,198024836,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,250,Red Clay Consolidated School District,Regular,Linden Hill Elementary School,PUBLIC,3415 Skyline Drive,--,Wilmington,DE,198081701,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,252,Red Clay Consolidated School District,Regular,Baltz (Austin D.) Elementary School,PUBLIC,1500 Spruce Avenue,--,Wilmington,DE,198052195,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,32,254,Red Clay Consolidated School District,Regular,Richardson Park Elementary School,PUBLIC,16 Idella Avenue,--,Wilmington,DE,19804,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,256,Red Clay Consolidated School District,Regular,Marbrook Elementary School,PUBLIC,2101 Centerville Road,--,Wilmington,DE,198084799,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,260,Red Clay Consolidated School District,Regular,Richey Elementary School,PUBLIC,105 East Highland Avenue,--,Wilmington,DE,198042700,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,261,Red Clay Consolidated School District,Regular,Brandywine Springs School,PUBLIC,2916 Duncan Road,--,Wilmington,DE,19808,New Castle,KG,8,Middle,0,0,1,1,1,0,0,
2014,32,264,Red Clay Consolidated School District,Regular,Mote (Anna P.) Elementary School,PUBLIC,2110 Edwards Avenue,--,Wilmington,DE,198083195,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,32,266,Red Clay Consolidated School District,Regular,Warner Elementary School,PUBLIC,801 West 18th Street,--,Wilmington,DE,198023890,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,270,Red Clay Consolidated School District,Regular,North Star Elementary School,PUBLIC,1340 Little Baltimore Road,--,Hockessin,DE,19707,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,32,274,Red Clay Consolidated School District,Regular,duPont (Alexis I.) Middle School,PUBLIC,3130 Kennett Pike,--,Greenville,DE,198073099,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,32,276,Red Clay Consolidated School District,Regular,duPont (H.B.) Middle School,PUBLIC,735 Meeting House Road,--,Hockessin,DE,197079245,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,32,280,Red Clay Consolidated School District,Regular,Skyline Middle School,PUBLIC,2900 Skyline Drive,--,Wilmington,DE,198082800,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,32,282,Red Clay Consolidated School District,Regular,Stanton Middle School,PUBLIC,1800 Limestone Road,--,Wilmington,DE,198044196,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,32,284,Red Clay Consolidated School District,Regular,Conrad Schools of Science,PUBLIC,201 Jackson Avenue,--,Wilmington,DE,198042199,New Castle,6,12,High,0,0,0,0,1,1,0,
2014,32,286,Red Clay Consolidated School District,Regular,Calloway (Cab) School of the Arts,PUBLIC,100 North duPont Road,--,Wilmington,DE,198073199,New Castle,6,12,High,0,0,0,0,1,1,0,
2014,32,290,Red Clay Consolidated School District,Regular,Dickinson (John) High School,PUBLIC,1801 Milltown Road,--,Wilmington,DE,198084099,New Castle,9,12,High,0,0,0,0,0,1,0,
2014,32,292,Red Clay Consolidated School District,Regular,duPont (Alexis I.) High School,PUBLIC,50 Hillside Road,--,Wilmington,DE,198072297,New Castle,9,12,High,0,0,0,0,0,1,0,
2014,32,294,Red Clay Consolidated School District,Regular,McKean (Thomas) High School,PUBLIC,301 McKennan's Church Road,--,Wilmington,DE,198081398,New Castle,8,12,High,0,0,0,0,1,1,0,
2014,32,516,Red Clay Consolidated School District,Regular,Meadowood Program,PUBLIC,55A South Meadowood Drive,--,Newark,DE,197116756,New Castle,PK,12,High,0,1,1,1,1,1,0,
2014,32,526,Red Clay Consolidated School District,Regular,Richardson Park Learning Center,PUBLIC,99 Middleboro Road,--,Wilmington,DE,198041600,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,32,527,Red Clay Consolidated School District,Regular,Central School (The),PUBLIC,1621 Telegraph Road,--,Wilmington,DE,198044198,New Castle,PK,12,High,0,1,1,1,1,1,0,
2014,32,530,Red Clay Consolidated School District,Regular,First State School,PUBLIC,501 West 14th Street,--,Wilmington,DE,19899,New Castle,KG,12,High,0,0,1,1,1,1,0,
2014,33,310,Christina School District,Regular,Brookside Elementary School,PUBLIC,800 Marrows Road,--,Newark,DE,197131511,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,33,312,Christina School District,Regular,Marshall (Thurgood) Elementary School,PUBLIC,101 Barrett Run Road,--,Newark,DE,197022949,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,33,314,Christina School District,Regular,Jones (Albert H.) Elementary School,PUBLIC,35 West Main Street,--,Newark,DE,197021599,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,33,318,Christina School District,Regular,Downes (John R.) Elementary School,PUBLIC,220 Casho Mill Road,--,Newark,DE,197112699,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,33,320,Christina School District,Regular,Gallaher (Robert S.) Elementary School,PUBLIC,800 North Brownleaf Road,--,Newark,DE,197133300,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,33,321,Christina School District,Regular,Keene (William B.) Elementary School,PUBLIC,200 LaGrange Avenue,--,Newark,DE,19702,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,33,322,Christina School District,Regular,Leasure (May B.) Elementary School,PUBLIC,1015 Church Road,--,Newark,DE,19702,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,33,324,Christina School District,Regular,Maclary (R. Elisabeth) Elementary School,PUBLIC,300 St. Regis Drive,--,Newark,DE,197113800,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,33,326,Christina School District,Regular,McVey (Joseph M.) Elementary School,PUBLIC,908 Janice Drive,--,Newark,DE,197134099,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,33,327,Christina School District,Regular,Oberle (William) Elementary School,PUBLIC,500 South Caledonia Way,--,Bear,DE,19701,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,33,330,Christina School District,Regular,Smith (Jennie E.) Elementary School,PUBLIC,142 Brennen Drive,--,Newark,DE,197133998,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,33,332,Christina School District,Regular,West Park Place Elementary School,PUBLIC,193 West Park Place,--,Newark,DE,197114520,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,33,334,Christina School District,Regular,Wilson (Etta J.) Elementary School,PUBLIC,14 Forge Road,--,Newark,DE,197117699,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,33,339,Christina School District,Regular,Brader (Henry M.) Elementary School,PUBLIC,350 Four Seasons Parkway,--,Newark,DE,197022326,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,33,350,Christina School District,Regular,Bancroft Elementary School,PUBLIC,700 North Lombard Street,--,Wilmington,DE,198014299,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,33,352,Christina School District,Regular,Bayard Middle School,PUBLIC,200 South duPont Street,--,Wilmington,DE,198053975,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,33,354,Christina School District,Regular,Pyle (Sarah) Academy,PUBLIC,501 North Lombard Street,--,Wilmington,DE,198014499,New Castle,9,12,High,0,0,0,0,0,1,0,
2014,33,356,Christina School District,Regular,Elbert-Palmer Elementary School,PUBLIC,1210 Lobdell Street,--,Wilmington,DE,198015404,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,33,358,Christina School District,Regular,Pulaski (Casimir) Elementary School,PUBLIC,1300 Cedar Street,--,Wilmington,DE,198054396,New Castle,PK,5,Elementary,0,1,1,1,0,0,0,
2014,33,362,Christina School District,Regular,Stubbs (Frederick Douglass) Elementary School,PUBLIC,1100 North Pine Street,--,Wilmington,DE,198014099,New Castle,KG,5,Elementary,0,0,1,1,0,0,0,
2014,33,372,Christina School District,Regular,Gauger-Cobbs Middle School,PUBLIC,50 Gender Road,--,Newark,DE,197132797,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,33,374,Christina School District,Regular,Kirk (George V.) Middle School,PUBLIC,140 Brennen Drive,--,Newark,DE,197133999,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,33,376,Christina School District,Regular,Shue-Medill Middle School,PUBLIC,1500 Capitol Trail,--,Newark,DE,197115716,New Castle,6,8,Middle,0,0,0,0,1,0,0,
2014,33,390,Christina School District,Regular,Christiana High School,PUBLIC,190 Salem Church Road,--,Newark,DE,197132998,New Castle,9,12,High,0,0,0,0,0,1,0,
